example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response
1477,"{""choices"": ""[\""1->2->3->4\"", \""4->3->2->1\"", \""3->2->4->1\"", \""2->4->3->1\""]"", ""correct_choice"": ""D"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The woman hangs the washed clothes on a line; (2)The woman fills a metal bucket with water; (3)The woman washes and scrubs clothes by hand; (4)The woman places a small wooden stool near a larger bucket."", ""video_id"": ""5_order/order_125""}",5_order/order_125,Arrange the following events from the video in the correct chronological order: (1)The woman hangs the washed clothes on a line; (2)The woman fills a metal bucket with water; (3)The woman washes and scrubs clothes by hand; (4)The woman places a small wooden stool near a larger bucket.,"[""1->2->3->4"", ""4->3->2->1"", ""3->2->4->1"", ""2->4->3->1""]",order,D,D,D,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.18189463019371033,True,True,0.18189463019371033,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1478,"{""choices"": ""[\""2->1->3->4\"", \""3->2->1->4\"", \""4->3->2->1\"", \""1->2->3->4\""]"", ""correct_choice"": ""D"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown."", ""video_id"": ""5_order/order_126""}",5_order/order_126,Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown.,"[""2->1->3->4"", ""3->2->1->4"", ""4->3->2->1"", ""1->2->3->4""]",order,D,D,D,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.27531786262989044,True,True,0.27531786262989044,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1479,"{""choices"": ""[\""1->2->3->4\"", \""4->3->2->1\"", \""2->1->3->4\"", \""3->2->1->4\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown."", ""video_id"": ""5_order/order_127""}",5_order/order_127,Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown.,"[""1->2->3->4"", ""4->3->2->1"", ""2->1->3->4"", ""3->2->1->4""]",order,A,A,B,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.17908036708831787,True,False,0.17908036708831787,True,False,llm,llm_verifier_disagreement,route_112,Y,0.67,"Y has higher top1_prob and prob_margin, plus lower entropy, so it looks more confident overall.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and prob_margin, plus lower entropy, so it looks more confident overall.""}"
1480,"{""choices"": ""[\""4->3->2->1\"", \""3->2->1->4\"", \""2->1->3->4\"", \""1->2->3->4\""]"", ""correct_choice"": ""D"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown."", ""video_id"": ""5_order/order_128""}",5_order/order_128,Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown.,"[""4->3->2->1"", ""3->2->1->4"", ""2->1->3->4"", ""1->2->3->4""]",order,D,D,B,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.08034226298332214,True,False,0.08034226298332214,True,False,llm,llm_verifier_disagreement,route_112,X,0.79,"X has much stronger top1 probability and margin, with lower entropy than Y.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.79,""reason"":""X has much stronger top1 probability and margin, with lower entropy than Y.""}"
1481,"{""choices"": ""[\""2->1->4->3\"", \""4->3->2->1\"", \""1->2->3->4\"", \""3->4->1->2\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The batter is poured into bowls and dye is added; (2)Ingredients are shown on a counter; (3)The cake is frosted with blue frosting and sprinkles are added; (4)The pans are greased and the different colored batter is poured into them."", ""video_id"": ""5_order/order_13""}",5_order/order_13,Arrange the following events from the video in the correct chronological order: (1)The batter is poured into bowls and dye is added; (2)Ingredients are shown on a counter; (3)The cake is frosted with blue frosting and sprinkles are added; (4)The pans are greased and the different colored batter is poured into them.,"[""2->1->4->3"", ""4->3->2->1"", ""1->2->3->4"", ""3->4->1->2""]",order,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.984551789239049,False,True,0.984551789239049,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1482,"{""choices"": ""[\""4->2->1->3\"", \""1->2->3->4\"", \""2->4->1->3\"", \""2->1->4->3\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The blue and gray guy are on a seesaw and the blue guy jumps at the gray guy; (2)A man's image as he talks is imposed over trees and the man make gestures towards his mouth; (3)Both of the characters fall off the map; (4)We see a game of rock em sock em style robots on a computer screen cut with images of the man narrating in the lower left corner."", ""video_id"": ""5_order/order_130""}",5_order/order_130,Arrange the following events from the video in the correct chronological order: (1)The blue and gray guy are on a seesaw and the blue guy jumps at the gray guy; (2)A man's image as he talks is imposed over trees and the man make gestures towards his mouth; (3)Both of the characters fall off the map; (4)We see a game of rock em sock em style robots on a computer screen cut with images of the man narrating in the lower left corner.,"[""4->2->1->3"", ""1->2->3->4"", ""2->4->1->3"", ""2->1->4->3""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.7334853634238243,True,True,0.7334853634238243,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1483,"{""choices"": ""[\""2->4->1->3\"", \""2->1->4->3\"", \""4->2->1->3\"", \""1->2->3->4\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The man starts to demonstrate playing the bongos in a lesson; (2)LP and Giovanni Logo appear on the black screen opening; (3)The lesson continues, alternating between color and black and white footage; (4)A man sits behind a set of bongo drums."", ""video_id"": ""5_order/order_132""}",5_order/order_132,"Arrange the following events from the video in the correct chronological order: (1)The man starts to demonstrate playing the bongos in a lesson; (2)LP and Giovanni Logo appear on the black screen opening; (3)The lesson continues, alternating between color and black and white footage; (4)A man sits behind a set of bongo drums.","[""2->4->1->3"", ""2->1->4->3"", ""4->2->1->3"", ""1->2->3->4""]",order,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9422713741660118,False,True,0.9422713741660118,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1484,"{""choices"": ""[\""2->4->1->3\"", \""4->2->1->3\"", \""2->1->4->3\"", \""1->2->3->4\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The man starts to demonstrate playing the bongos in a lesson; (2)LP and Giovanni Logo appear on the black screen opening; (3)The lesson continues, alternating between color and black and white footage; (4)A man sits behind a set of bongo drums."", ""video_id"": ""5_order/order_133""}",5_order/order_133,"Arrange the following events from the video in the correct chronological order: (1)The man starts to demonstrate playing the bongos in a lesson; (2)LP and Giovanni Logo appear on the black screen opening; (3)The lesson continues, alternating between color and black and white footage; (4)A man sits behind a set of bongo drums.","[""2->4->1->3"", ""4->2->1->3"", ""2->1->4->3"", ""1->2->3->4""]",order,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9460331257432699,False,True,0.9460331257432699,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1485,"{""choices"": ""[\""4->2->1->3\"", \""2->1->4->3\"", \""1->2->3->4\"", \""2->4->1->3\""]"", ""correct_choice"": ""D"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The man starts to demonstrate playing the bongos in a lesson; (2)LP and Giovanni Logo appear on the black screen opening; (3)The lesson continues, alternating between color and black and white footage; (4)A man sits behind a set of bongo drums."", ""video_id"": ""5_order/order_134""}",5_order/order_134,"Arrange the following events from the video in the correct chronological order: (1)The man starts to demonstrate playing the bongos in a lesson; (2)LP and Giovanni Logo appear on the black screen opening; (3)The lesson continues, alternating between color and black and white footage; (4)A man sits behind a set of bongo drums.","[""4->2->1->3"", ""2->1->4->3"", ""1->2->3->4"", ""2->4->1->3""]",order,D,D,D,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9062969647347927,False,True,0.9062969647347927,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1486,"{""choices"": ""[\""4->3->2->1\"", \""3->2->1->4\"", \""1->2->3->4\"", \""2->1->3->4\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)A young and a kid are doing balance in a balance rope; (2)People are walking in a bridge to see a competition of men doing tricks on top of a balance rope; (3)A man is jumping and doing tricks in a balance rope above a cold river; (4)The boy is in a competition in snowy path doing tricks on a balance rope with people behind a fence watching him."", ""video_id"": ""5_order/order_135""}",5_order/order_135,Arrange the following events from the video in the correct chronological order: (1)A young and a kid are doing balance in a balance rope; (2)People are walking in a bridge to see a competition of men doing tricks on top of a balance rope; (3)A man is jumping and doing tricks in a balance rope above a cold river; (4)The boy is in a competition in snowy path doing tricks on a balance rope with people behind a fence watching him.,"[""4->3->2->1"", ""3->2->1->4"", ""1->2->3->4"", ""2->1->3->4""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.041129499673843384,True,True,0.041129499673843384,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1487,"{""choices"": ""[\""1->2->3->4\"", \""4->3->2->1\"", \""3->4->1->2\"", \""2->1->4->3\""]"", ""correct_choice"": ""D"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The batter is poured into bowls and dye is added; (2)Ingredients are shown on a counter; (3)The cake is frosted with blue frosting and sprinkles are added; (4)The pans are greased and the different colored batter is poured into them."", ""video_id"": ""5_order/order_139""}",5_order/order_139,Arrange the following events from the video in the correct chronological order: (1)The batter is poured into bowls and dye is added; (2)Ingredients are shown on a counter; (3)The cake is frosted with blue frosting and sprinkles are added; (4)The pans are greased and the different colored batter is poured into them.,"[""1->2->3->4"", ""4->3->2->1"", ""3->4->1->2"", ""2->1->4->3""]",order,D,D,D,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9870562623254955,False,True,0.9870562623254955,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1488,"{""choices"": ""[\""4->3->2->1\"", \""1->2->3->4\"", \""2->1->4->3\"", \""3->4->1->2\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)The batter is poured into bowls and dye is added; (2)Ingredients are shown on a counter; (3)The cake is frosted with blue frosting and sprinkles are added; (4)The pans are greased and the different colored batter is poured into them."", ""video_id"": ""5_order/order_14""}",5_order/order_14,Arrange the following events from the video in the correct chronological order: (1)The batter is poured into bowls and dye is added; (2)Ingredients are shown on a counter; (3)The cake is frosted with blue frosting and sprinkles are added; (4)The pans are greased and the different colored batter is poured into them.,"[""4->3->2->1"", ""1->2->3->4"", ""2->1->4->3"", ""3->4->1->2""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9920131047256291,False,True,0.9920131047256291,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1489,"{""choices"": ""[\""1->2->3->4\"", \""2->1->3->4\"", \""2->3->1->4\"", \""1->3->2->4\""]"", ""correct_choice"": ""B"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)People crash into the bottom of a bridge; (2)People are sitting on a raft going down a river; (3)People are walking across the water and down a trail; (4)People are carrying their raft and get into a van."", ""video_id"": ""5_order/order_140""}",5_order/order_140,Arrange the following events from the video in the correct chronological order: (1)People crash into the bottom of a bridge; (2)People are sitting on a raft going down a river; (3)People are walking across the water and down a trail; (4)People are carrying their raft and get into a van.,"[""1->2->3->4"", ""2->1->3->4"", ""2->3->1->4"", ""1->3->2->4""]",order,B,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.10124748945236206,True,True,0.10124748945236206,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
